complaint_id,date,district,category,text,sentiment,resolution_days,smart_platform_used
C015555,2023-04-14,서초구,환경,서초구 청담동 쓰레기 불법 투기 문제가 심각합니다.,긍정,3,1
C015556,2023-04-14,마포구,안전,마포구 화재 예방 캠페인을 정기적으로 실시해주세요.,중립,1,1
C015557,2023-04-14,마포구,안전,마포구 화재 예방 캠페인을 정기적으로 실시해주세요.,긍정,3,0
C015558,2023-04-14,강남구,기타,강남구 문화센터 프로그램을 다양화해주세요.,부정,6,0
C015559,2023-04-14,서초구,환경,청담동 소음공해로 인한 피해가 큽니다. 조치 바랍니다.,중립,2,1
C015560,2023-04-14,마포구,기타,교대역 체육시설 이용료 할인 제도를 도입해주세요.,중립,5,0
C015561,2023-04-14,강북구,안전,강북구 어린이 보호구역 안전시설을 강화해주세요.,긍정,1,1
C015562,2023-04-14,송파구,기타,송파구 지역 축제 개최를 건의합니다.,긍정,4,0
C015563,2023-04-14,서초구,복지,장애인 편의시설이 신촌동에 부족합니다.,긍정,5,1
C015564,2023-04-14,마포구,환경,마포구 미세먼지 저감 정책을 강화해주세요.,부정,4,0
C015565,2023-04-14,강남구,교통,강남구 상암동에 신호등이 고장났습니다. 빠른 수리 부탁드립니다.,중립,3,1
C015566,2023-04-14,강북구,기타,서초동 공공시설 예약 시스템 개선이 필요합니다.,부정,5,0
C015567,2023-04-14,강남구,안전,강남구 재난 대피소 위치를 명확히 안내해주세요.,긍정,1,1
C015568,2023-04-15,강북구,교통,강북구 지역 교통체증이 심각합니다. 신호 체계 개선이 필요합니다.,중립,4,1
C015569,2023-04-15,송파구,환경,청담동 공원에 쓰레기통이 부족합니다. 추가 설치 부탁드립니다.,긍정,2,1
C015570,2023-04-15,마포구,복지,신촌동에 아동 돌봄센터 추가 설치가 필요합니다.,부정,10,0
C015571,2023-04-15,마포구,환경,청담동 재활용 분리수거함이 항상 가득 차 있습니다.,중립,3,0
C015572,2023-04-15,서초구,교통,서초구 지역 교통체증이 심각합니다. 신호 체계 개선이 필요합니다.,긍정,3,1
C015573,2023-04-15,송파구,기타,송파구 문화센터 프로그램을 다양화해주세요.,중립,5,0
C015574,2023-04-15,송파구,교통,송파구 스쿨존 과속 단속 카메라 설치를 요청합니다.,긍정,3,1
C015575,2023-04-15,서초구,복지,서초구 보육시설 대기 기간이 너무 깁니다. 개선 방안이 필요합니다.,긍정,8,1
C015576,2023-04-15,강북구,안전,역삼동에 비상벨 설치를 건의합니다.,긍정,1,1
C015577,2023-04-16,강북구,교통,강북구에 자전거 도로 확충이 시급합니다.,긍정,8,0
C015578,2023-04-16,강북구,기타,청담동 도서관 장서 확충 및 운영시간 연장을 부탁드립니다.,중립,2,1
C015579,2023-04-16,송파구,교통,송파구 심야 버스 노선 증편을 건의합니다.,부정,6,0
C015580,2023-04-16,서초구,기타,청담동에 스마트 도시 서비스를 확대해주세요.,부정,4,0
C015581,2023-04-16,송파구,안전,송파구 어린이 보호구역 안전시설을 강화해주세요.,부정,2,0
C015582,2023-04-16,서초구,교통,서초구 지역 교통체증이 심각합니다. 신호 체계 개선이 필요합니다.,부정,5,0
C015583,2023-04-16,서초구,기타,잠실동 체육시설 이용료 할인 제도를 도입해주세요.,긍정,6,0
C015584,2023-04-17,서초구,복지,교대역 다문화가정 지원 센터 운영 시간을 연장해주세요.,긍정,6,1
C015585,2023-04-17,강북구,기타,교대역 도서관 장서 확충 및 운영시간 연장을 부탁드립니다.,부정,2,1
C015586,2023-04-17,마포구,복지,마포구 기초생활수급자 지원 절차를 간소화해주세요.,중립,11,0
C015587,2023-04-17,마포구,기타,교대역 도서관 장서 확충 및 운영시간 연장을 부탁드립니다.,부정,4,0
C015588,2023-04-17,강북구,교통,청담동 주변 불법 주차로 통행에 불편을 겪고 있습니다.,긍정,6,0
C015589,2023-04-17,강북구,환경,역삼동 가로수 관리가 미흡합니다. 정기 점검 부탁드립니다.,중립,2,0
C015590,2023-04-17,강남구,안전,강남구 재난 대피소 위치를 명확히 안내해주세요.,중립,1,1
C015591,2023-04-17,송파구,안전,역삼동 가로등이 어두워 야간 통행이 불안합니다.,중립,3,0
C015592,2023-04-17,강남구,안전,강남구 어린이 보호구역 안전시설을 강화해주세요.,긍정,1,1
C015593,2023-04-17,송파구,복지,송파구 청년 일자리 지원 프로그램을 확대해주세요.,긍정,11,0
C015594,2023-04-17,서초구,안전,역삼동 보안등 추가 설치로 골목길 안전을 확보해주세요.,긍정,1,1
C015595,2023-04-17,강남구,안전,강남구 교대역 CCTV 설치로 범죄 예방이 필요합니다.,중립,1,1
C015596,2023-04-17,송파구,기타,신촌동 도서관 장서 확충 및 운영시간 연장을 부탁드립니다.,긍정,5,0
C015597,2023-04-17,마포구,환경,상암동 가로수 관리가 미흡합니다. 정기 점검 부탁드립니다.,부정,6,0
C015598,2023-04-17,강북구,안전,강북구 화재 예방 캠페인을 정기적으로 실시해주세요.,긍정,1,1
C015599,2023-04-17,강북구,복지,강북구 청년 일자리 지원 프로그램을 확대해주세요.,긍정,6,1
C015600,2023-04-17,강남구,환경,청담동 재활용 분리수거함이 항상 가득 차 있습니다.,긍정,2,1
C015601,2023-04-17,마포구,기타,상암동 공공시설 예약 시스템 개선이 필요합니다.,긍정,5,0
C015602,2023-04-18,송파구,복지,송파구 보육시설 대기 기간이 너무 깁니다. 개선 방안이 필요합니다.,중립,9,0
C015603,2023-04-18,강북구,복지,강북구 기초생활수급자 지원 절차를 간소화해주세요.,긍정,5,1
C015604,2023-04-18,마포구,환경,잠실동 가로수 관리가 미흡합니다. 정기 점검 부탁드립니다.,중립,6,0
C015605,2023-04-18,강남구,교통,청담동 주변 불법 주차로 통행에 불편을 겪고 있습니다.,중립,4,1
C015606,2023-04-18,마포구,환경,마포구 미세먼지 저감 정책을 강화해주세요.,긍정,3,0
C015607,2023-04-18,마포구,복지,마포구에 거주하는 독거노인입니다. 복지 서비스 신청 방법을 알려주세요.,부정,7,0
C015608,2023-04-18,강북구,교통,역삼동에 횡단보도 신설이 필요합니다. 안전사고 위험이 큽니다.,긍정,4,1
C015609,2023-04-18,강북구,기타,강남역에 스마트 도시 서비스를 확대해주세요.,중립,3,0
C015610,2023-04-18,서초구,교통,출퇴근 시간대 서초구 잠실동 버스 배차 간격이 너무 깁니다.,부정,6,0
C015611,2023-04-18,강남구,교통,강남구 서초동에 신호등이 고장났습니다. 빠른 수리 부탁드립니다.,긍정,3,1
C015612,2023-04-18,강남구,기타,서초동 체육시설 이용료 할인 제도를 도입해주세요.,부정,3,1
C015613,2023-04-18,마포구,환경,교대역 소음공해로 인한 피해가 큽니다. 조치 바랍니다.,긍정,2,1
C015614,2023-04-18,강남구,안전,서초동 보안등 추가 설치로 골목길 안전을 확보해주세요.,부정,1,1
C015615,2023-04-18,강남구,복지,청담동 다문화가정 지원 센터 운영 시간을 연장해주세요.,부정,9,0
C015616,2023-04-18,송파구,안전,청담동에 비상벨 설치를 건의합니다.,부정,3,0
C015617,2023-04-18,서초구,환경,서초구 하천 수질 개선이 필요합니다.,긍정,3,1
C015618,2023-04-18,마포구,안전,마포구 잠실동 CCTV 설치로 범죄 예방이 필요합니다.,중립,3,0
C015619,2023-04-18,마포구,복지,강남역 경로당 시설 개선을 요청드립니다.,부정,11,0
C015620,2023-04-18,강남구,기타,잠실동 도서관 장서 확충 및 운영시간 연장을 부탁드립니다.,긍정,2,1
C015621,2023-04-18,강북구,기타,교대역 체육시설 이용료 할인 제도를 도입해주세요.,부정,2,1
C015622,2023-04-18,마포구,환경,마포구 역삼동 쓰레기 불법 투기 문제가 심각합니다.,긍정,4,0
C015623,2023-04-18,강북구,복지,강북구 기초생활수급자 지원 절차를 간소화해주세요.,긍정,5,1
C015624,2023-04-18,서초구,기타,서초구 문화센터 프로그램을 다양화해주세요.,긍정,4,0
C015625,2023-04-18,마포구,환경,신촌동 가로수 관리가 미흡합니다. 정기 점검 부탁드립니다.,중립,3,0
C015626,2023-04-18,마포구,환경,청담동 재활용 분리수거함이 항상 가득 차 있습니다.,중립,4,0
C015627,2023-04-18,강남구,기타,강남구 서초동에 공공 와이파이 확충을 요청합니다.,긍정,5,0
C015628,2023-04-18,강북구,복지,잠실동 다문화가정 지원 센터 운영 시간을 연장해주세요.,부정,10,0
C015629,2023-04-18,강남구,교통,강남구에 자전거 도로 확충이 시급합니다.,긍정,8,0
C015630,2023-04-18,송파구,환경,송파구 대기오염 측정소 데이터를 실시간으로 공개해주세요.,부정,4,0
C015631,2023-04-19,송파구,환경,청담동 공원에 쓰레기통이 부족합니다. 추가 설치 부탁드립니다.,중립,5,0
C015632,2023-04-19,마포구,기타,마포구 지역 축제 개최를 건의합니다.,긍정,5,0
C015633,2023-04-19,마포구,교통,청담동에 횡단보도 신설이 필요합니다. 안전사고 위험이 큽니다.,긍정,4,1
C015634,2023-04-19,강남구,안전,강남구 어린이 보호구역 안전시설을 강화해주세요.,긍정,1,1
C015635,2023-04-19,강북구,교통,강북구 스쿨존 과속 단속 카메라 설치를 요청합니다.,긍정,4,1
C015636,2023-04-19,마포구,안전,서초동 지진 대비 시설 점검이 필요합니다.,중립,2,0
C015637,2023-04-19,강남구,교통,출퇴근 시간대 강남구 강남역 버스 배차 간격이 너무 깁니다.,중립,4,0
C015638,2023-04-19,송파구,기타,송파구 잠실동에 공공 와이파이 확충을 요청합니다.,중립,2,1
C015639,2023-04-19,송파구,환경,송파구 하천 수질 개선이 필요합니다.,중립,3,0
C015640,2023-04-19,마포구,교통,마포구 지역 교통체증이 심각합니다. 신호 체계 개선이 필요합니다.,중립,8,0
C015641,2023-04-19,서초구,교통,출퇴근 시간대 서초구 잠실동 버스 배차 간격이 너무 깁니다.,부정,7,0
C015642,2023-04-19,강북구,안전,강남역 지진 대비 시설 점검이 필요합니다.,중립,1,1
C015643,2023-04-19,서초구,교통,출퇴근 시간대 서초구 서초동 버스 배차 간격이 너무 깁니다.,긍정,3,1
C015644,2023-04-19,강북구,복지,잠실동 다문화가정 지원 센터 운영 시간을 연장해주세요.,긍정,5,1
C015645,2023-04-19,마포구,환경,마포구 미세먼지 저감 정책을 강화해주세요.,중립,4,0
C015646,2023-04-19,서초구,기타,서초구 지역 축제 개최를 건의합니다.,중립,4,1
C015647,2023-04-19,마포구,환경,신촌동 재활용 분리수거함이 항상 가득 차 있습니다.,부정,5,0
C015648,2023-04-19,강남구,교통,강남구 심야 버스 노선 증편을 건의합니다.,긍정,5,0
C015649,2023-04-20,마포구,교통,마포구 지역 교통체증이 심각합니다. 신호 체계 개선이 필요합니다.,중립,7,0
C015650,2023-04-20,강남구,복지,강남구 보육시설 대기 기간이 너무 깁니다. 개선 방안이 필요합니다.,긍정,4,1
C015651,2023-04-20,강남구,교통,강남구 스쿨존 과속 단속 카메라 설치를 요청합니다.,긍정,3,1
C015652,2023-04-20,강북구,복지,장애인 편의시설이 교대역에 부족합니다.,중립,10,0
C015653,2023-04-20,마포구,기타,마포구 문화센터 프로그램을 다양화해주세요.,중립,3,1
C015654,2023-04-20,송파구,기타,송파구 문화센터 프로그램을 다양화해주세요.,중립,4,0
C015655,2023-04-20,서초구,환경,서초구 미세먼지 저감 정책을 강화해주세요.,부정,5,0
C015656,2023-04-20,강남구,환경,서초동 소음공해로 인한 피해가 큽니다. 조치 바랍니다.,부정,5,0
C015657,2023-04-20,강북구,환경,강북구 청담동 쓰레기 불법 투기 문제가 심각합니다.,긍정,4,0
C015658,2023-04-20,송파구,복지,장애인 편의시설이 신촌동에 부족합니다.,중립,5,1
C015659,2023-04-20,서초구,안전,서초동 보안등 추가 설치로 골목길 안전을 확보해주세요.,부정,1,1
C015660,2023-04-20,서초구,환경,서초구 하천 수질 개선이 필요합니다.,중립,3,1
C015661,2023-04-20,서초구,안전,서초구 재난 대피소 위치를 명확히 안내해주세요.,중립,2,0
C015662,2023-04-20,강북구,환경,신촌동 재활용 분리수거함이 항상 가득 차 있습니다.,긍정,3,1
C015663,2023-04-20,송파구,기타,송파구 청담동에 공공 와이파이 확충을 요청합니다.,중립,6,0
C015664,2023-04-20,강남구,안전,강남구 화재 예방 캠페인을 정기적으로 실시해주세요.,긍정,1,1
C015665,2023-04-20,송파구,교통,송파구에 자전거 도로 확충이 시급합니다.,부정,6,0
C015666,2023-04-21,서초구,기타,강남역 체육시설 이용료 할인 제도를 도입해주세요.,긍정,3,1
C015667,2023-04-21,강남구,기타,강남구 문화센터 프로그램을 다양화해주세요.,긍정,4,0
C015668,2023-04-21,강남구,환경,상암동 공원에 쓰레기통이 부족합니다. 추가 설치 부탁드립니다.,부정,5,0
C015669,2023-04-21,서초구,안전,서초구 화재 예방 캠페인을 정기적으로 실시해주세요.,긍정,1,1
C015670,2023-04-21,서초구,환경,교대역 재활용 분리수거함이 항상 가득 차 있습니다.,긍정,2,1
C015671,2023-04-21,강남구,안전,역삼동에 비상벨 설치를 건의합니다.,부정,1,1
C015672,2023-04-21,마포구,환경,교대역 가로수 관리가 미흡합니다. 정기 점검 부탁드립니다.,긍정,4,0
C015673,2023-04-21,강북구,안전,교대역 가로등이 어두워 야간 통행이 불안합니다.,중립,2,0
C015674,2023-04-21,강북구,교통,강북구 심야 버스 노선 증편을 건의합니다.,긍정,3,1
C015675,2023-04-21,송파구,기타,상암동 도서관 장서 확충 및 운영시간 연장을 부탁드립니다.,부정,5,0
C015676,2023-04-21,강북구,복지,강남역에 아동 돌봄센터 추가 설치가 필요합니다.,긍정,6,1
C015677,2023-04-21,강남구,복지,강남구 보육시설 대기 기간이 너무 깁니다. 개선 방안이 필요합니다.,중립,11,0
C015678,2023-04-21,강남구,교통,강남구 심야 버스 노선 증편을 건의합니다.,긍정,3,1
C015679,2023-04-21,송파구,교통,송파구 심야 버스 노선 증편을 건의합니다.,긍정,2,1
C015680,2023-04-21,서초구,안전,서초구 재난 대피소 위치를 명확히 안내해주세요.,중립,3,0
C015681,2023-04-21,강북구,복지,강남역 경로당 시설 개선을 요청드립니다.,긍정,5,1
C015682,2023-04-21,마포구,기타,강남역 도서관 장서 확충 및 운영시간 연장을 부탁드립니다.,긍정,2,1
C015683,2023-04-21,송파구,복지,송파구에 거주하는 독거노인입니다. 복지 서비스 신청 방법을 알려주세요.,중립,9,0
C015684,2023-04-21,강북구,교통,출퇴근 시간대 강북구 신촌동 버스 배차 간격이 너무 깁니다.,긍정,4,1
C015685,2023-04-21,마포구,기타,마포구 지역 축제 개최를 건의합니다.,부정,5,0
C015686,2023-04-21,송파구,교통,출퇴근 시간대 송파구 신촌동 버스 배차 간격이 너무 깁니다.,긍정,6,0
C015687,2023-04-21,강남구,복지,강남구 청년 일자리 지원 프로그램을 확대해주세요.,부정,9,0
C015688,2023-04-21,강북구,교통,출퇴근 시간대 강북구 서초동 버스 배차 간격이 너무 깁니다.,긍정,4,1
C015689,2023-04-21,강남구,기타,강남구 지역 축제 개최를 건의합니다.,긍정,2,1
C015690,2023-04-22,마포구,환경,마포구 대기오염 측정소 데이터를 실시간으로 공개해주세요.,긍정,6,0
C015691,2023-04-22,마포구,기타,서초동에 스마트 도시 서비스를 확대해주세요.,중립,2,0
C015692,2023-04-22,강남구,환경,강남구 대기오염 측정소 데이터를 실시간으로 공개해주세요.,중립,3,0
C015693,2023-04-22,강남구,교통,강남구 서초동에 신호등이 고장났습니다. 빠른 수리 부탁드립니다.,부정,5,0
C015694,2023-04-22,강남구,기타,서초동 체육시설 이용료 할인 제도를 도입해주세요.,중립,3,1
C015695,2023-04-23,서초구,교통,서초구 강남역에 신호등이 고장났습니다. 빠른 수리 부탁드립니다.,긍정,6,0
C015696,2023-04-23,강남구,복지,장애인 편의시설이 교대역에 부족합니다.,긍정,9,0
C015697,2023-04-23,마포구,안전,마포구 역삼동 CCTV 설치로 범죄 예방이 필요합니다.,부정,2,0
C015698,2023-04-23,마포구,기타,마포구 지역 축제 개최를 건의합니다.,부정,5,0
C015699,2023-04-23,송파구,기타,송파구 서초동에 공공 와이파이 확충을 요청합니다.,긍정,4,0
C015700,2023-04-23,강남구,안전,강남구 화재 예방 캠페인을 정기적으로 실시해주세요.,부정,2,0
C015701,2023-04-23,서초구,복지,서초구에 거주하는 독거노인입니다. 복지 서비스 신청 방법을 알려주세요.,긍정,6,1
C015702,2023-04-24,강남구,안전,강남구 어린이 보호구역 안전시설을 강화해주세요.,긍정,1,1
C015703,2023-04-24,마포구,안전,마포구 어린이 보호구역 안전시설을 강화해주세요.,긍정,2,0
C015704,2023-04-24,마포구,환경,상암동 가로수 관리가 미흡합니다. 정기 점검 부탁드립니다.,긍정,6,0
C015705,2023-04-24,송파구,복지,송파구에 거주하는 독거노인입니다. 복지 서비스 신청 방법을 알려주세요.,부정,11,0
C015706,2023-04-24,송파구,기타,송파구 주민센터 주차 공간이 부족합니다.,중립,4,0
C015707,2023-04-24,마포구,복지,마포구 기초생활수급자 지원 절차를 간소화해주세요.,중립,6,1
C015708,2023-04-24,강북구,안전,잠실동 지진 대비 시설 점검이 필요합니다.,긍정,1,1
C015709,2023-04-24,서초구,기타,서초동 도서관 장서 확충 및 운영시간 연장을 부탁드립니다.,중립,5,0
C015710,2023-04-24,마포구,교통,신촌동에 횡단보도 신설이 필요합니다. 안전사고 위험이 큽니다.,중립,7,0
C015711,2023-04-24,서초구,복지,잠실동 다문화가정 지원 센터 운영 시간을 연장해주세요.,중립,8,1
C015712,2023-04-24,마포구,복지,마포구 청년 일자리 지원 프로그램을 확대해주세요.,중립,10,0
C015713,2023-04-24,강남구,환경,강남구 하천 수질 개선이 필요합니다.,중립,6,0
C015714,2023-04-24,강북구,안전,강북구 어린이 보호구역 안전시설을 강화해주세요.,부정,1,1
C015715,2023-04-24,강북구,기타,교대역 공공시설 예약 시스템 개선이 필요합니다.,중립,2,1
C015716,2023-04-24,강남구,복지,강남구 청년 일자리 지원 프로그램을 확대해주세요.,긍정,8,1
C015717,2023-04-24,강북구,복지,서초동에 아동 돌봄센터 추가 설치가 필요합니다.,긍정,5,1
C015718,2023-04-24,강북구,복지,강북구 보육시설 대기 기간이 너무 깁니다. 개선 방안이 필요합니다.,긍정,6,1
C015719,2023-04-24,강남구,기타,강남구 교대역에 공공 와이파이 확충을 요청합니다.,부정,5,0
C015720,2023-04-24,강북구,환경,교대역 공원에 쓰레기통이 부족합니다. 추가 설치 부탁드립니다.,긍정,4,0
C015721,2023-04-24,강남구,기타,상암동 체육시설 이용료 할인 제도를 도입해주세요.,부정,5,0
C015722,2023-04-24,강북구,환경,강북구 대기오염 측정소 데이터를 실시간으로 공개해주세요.,중립,2,0
C015723,2023-04-24,송파구,안전,송파구 화재 예방 캠페인을 정기적으로 실시해주세요.,긍정,1,1
C015724,2023-04-25,송파구,교통,송파구 스쿨존 과속 단속 카메라 설치를 요청합니다.,긍정,2,1
C015725,2023-04-25,강남구,안전,역삼동에 비상벨 설치를 건의합니다.,중립,3,0
C015726,2023-04-25,강남구,기타,강남구 지역 축제 개최를 건의합니다.,긍정,3,1
C015727,2023-04-25,강북구,환경,강북구 청담동 쓰레기 불법 투기 문제가 심각합니다.,긍정,3,1
C015728,2023-04-25,마포구,교통,마포구 서초동에 신호등이 고장났습니다. 빠른 수리 부탁드립니다.,긍정,6,0
C015729,2023-04-25,강남구,교통,강남구 잠실동에 신호등이 고장났습니다. 빠른 수리 부탁드립니다.,긍정,7,0
C015730,2023-04-25,마포구,기타,청담동에 스마트 도시 서비스를 확대해주세요.,긍정,4,0
C015731,2023-04-25,서초구,교통,서초구 심야 버스 노선 증편을 건의합니다.,긍정,4,1
C015732,2023-04-25,서초구,교통,서초구 지역 교통체증이 심각합니다. 신호 체계 개선이 필요합니다.,긍정,4,1
C015733,2023-04-25,서초구,환경,신촌동 소음공해로 인한 피해가 큽니다. 조치 바랍니다.,중립,2,1
C015734,2023-04-25,강남구,기타,역삼동에 스마트 도시 서비스를 확대해주세요.,중립,2,1
C015735,2023-04-25,마포구,교통,마포구 스쿨존 과속 단속 카메라 설치를 요청합니다.,중립,3,1
C015736,2023-04-25,강남구,교통,강남구 스쿨존 과속 단속 카메라 설치를 요청합니다.,부정,6,0
C015737,2023-04-25,마포구,환경,청담동 가로수 관리가 미흡합니다. 정기 점검 부탁드립니다.,부정,5,0
C015738,2023-04-25,마포구,안전,상암동 지진 대비 시설 점검이 필요합니다.,부정,3,0
C015739,2023-04-25,마포구,안전,서초동에 비상벨 설치를 건의합니다.,부정,2,0
C015740,2023-04-26,강남구,복지,강남구 기초생활수급자 지원 절차를 간소화해주세요.,긍정,6,1
C015741,2023-04-26,송파구,환경,송파구 미세먼지 저감 정책을 강화해주세요.,긍정,3,1
C015742,2023-04-26,강북구,기타,강북구 역삼동에 공공 와이파이 확충을 요청합니다.,중립,3,1
C015743,2023-04-26,서초구,환경,역삼동 공원에 쓰레기통이 부족합니다. 추가 설치 부탁드립니다.,부정,6,0
C015744,2023-04-26,송파구,교통,송파구 심야 버스 노선 증편을 건의합니다.,중립,6,0
C015745,2023-04-26,송파구,교통,잠실동 주변 불법 주차로 통행에 불편을 겪고 있습니다.,긍정,4,1
C015746,2023-04-26,서초구,교통,서초구에 자전거 도로 확충이 시급합니다.,중립,2,1
C015747,2023-04-26,강북구,복지,강북구 청년 일자리 지원 프로그램을 확대해주세요.,부정,7,1
C015748,2023-04-26,서초구,안전,서초구 재난 대피소 위치를 명확히 안내해주세요.,긍정,1,1
C015749,2023-04-26,마포구,교통,마포구에 자전거 도로 확충이 시급합니다.,중립,6,0
C015750,2023-04-26,마포구,기타,신촌동 공공시설 예약 시스템 개선이 필요합니다.,중립,2,1
C015751,2023-04-26,서초구,안전,역삼동에 비상벨 설치를 건의합니다.,긍정,1,1
C015752,2023-04-26,송파구,기타,신촌동 공공시설 예약 시스템 개선이 필요합니다.,부정,4,0
C015753,2023-04-26,서초구,안전,서초구 어린이 보호구역 안전시설을 강화해주세요.,긍정,1,1
C015754,2023-04-26,서초구,교통,서초구 지역 교통체증이 심각합니다. 신호 체계 개선이 필요합니다.,긍정,4,1
C015755,2023-04-26,마포구,환경,마포구 하천 수질 개선이 필요합니다.,중립,5,0
C015756,2023-04-26,강남구,안전,강남구 어린이 보호구역 안전시설을 강화해주세요.,긍정,1,1
C015757,2023-04-26,서초구,교통,서초구 지역 교통체증이 심각합니다. 신호 체계 개선이 필요합니다.,중립,4,0
C015758,2023-04-26,강남구,기타,잠실동 체육시설 이용료 할인 제도를 도입해주세요.,긍정,3,1
C015759,2023-04-26,서초구,복지,서초구 청년 일자리 지원 프로그램을 확대해주세요.,긍정,5,1
C015760,2023-04-26,서초구,복지,서초구 기초생활수급자 지원 절차를 간소화해주세요.,긍정,6,1
C015761,2023-04-26,강북구,기타,강북구 지역 축제 개최를 건의합니다.,긍정,3,1
C015762,2023-04-26,송파구,환경,송파구 하천 수질 개선이 필요합니다.,긍정,3,1
C015763,2023-04-26,강북구,기타,강북구 주민센터 주차 공간이 부족합니다.,긍정,5,0
C015764,2023-04-27,송파구,교통,송파구 심야 버스 노선 증편을 건의합니다.,중립,8,0
C015765,2023-04-27,마포구,기타,마포구 문화센터 프로그램을 다양화해주세요.,부정,2,0
C015766,2023-04-27,송파구,복지,잠실동 경로당 시설 개선을 요청드립니다.,중립,6,1
C015767,2023-04-27,마포구,기타,서초동 체육시설 이용료 할인 제도를 도입해주세요.,긍정,4,0
C015768,2023-04-27,마포구,기타,마포구 상암동에 공공 와이파이 확충을 요청합니다.,부정,3,0
C015769,2023-04-27,송파구,환경,서초동 소음공해로 인한 피해가 큽니다. 조치 바랍니다.,긍정,3,0
C015770,2023-04-27,서초구,기타,서초구 잠실동에 공공 와이파이 확충을 요청합니다.,부정,7,0
C015771,2023-04-27,서초구,환경,잠실동 소음공해로 인한 피해가 큽니다. 조치 바랍니다.,긍정,3,1
C015772,2023-04-27,강남구,교통,강남구에 자전거 도로 확충이 시급합니다.,중립,7,0
C015773,2023-04-27,강북구,복지,교대역에 아동 돌봄센터 추가 설치가 필요합니다.,긍정,8,0
C015774,2023-04-27,강북구,안전,강북구 재난 대피소 위치를 명확히 안내해주세요.,중립,2,0
C015775,2023-04-27,강북구,기타,강북구 지역 축제 개최를 건의합니다.,중립,3,1
C015776,2023-04-27,마포구,안전,청담동에 비상벨 설치를 건의합니다.,중립,3,0
C015777,2023-04-27,송파구,환경,송파구 하천 수질 개선이 필요합니다.,부정,4,0
C015778,2023-04-27,서초구,기타,서초구 문화센터 프로그램을 다양화해주세요.,긍정,2,1
C015779,2023-04-27,강북구,기타,강북구 주민센터 주차 공간이 부족합니다.,긍정,5,0
C015780,2023-04-27,강북구,교통,역삼동에 횡단보도 신설이 필요합니다. 안전사고 위험이 큽니다.,긍정,5,1
C015781,2023-04-27,강북구,안전,강북구 재난 대피소 위치를 명확히 안내해주세요.,부정,3,0
C015782,2023-04-27,서초구,복지,서초구 기초생활수급자 지원 절차를 간소화해주세요.,긍정,5,1
C015783,2023-04-27,서초구,교통,서초구 스쿨존 과속 단속 카메라 설치를 요청합니다.,부정,4,1
C015784,2023-04-27,강북구,기타,강북구 잠실동에 공공 와이파이 확충을 요청합니다.,긍정,3,1
C015785,2023-04-28,강북구,복지,강북구 청년 일자리 지원 프로그램을 확대해주세요.,긍정,7,1
C015786,2023-04-28,서초구,안전,역삼동 보안등 추가 설치로 골목길 안전을 확보해주세요.,긍정,1,1
C015787,2023-04-28,송파구,교통,송파구에 자전거 도로 확충이 시급합니다.,중립,4,1
C015788,2023-04-28,마포구,복지,마포구 보육시설 대기 기간이 너무 깁니다. 개선 방안이 필요합니다.,긍정,3,1
C015789,2023-04-28,강북구,환경,강북구 하천 수질 개선이 필요합니다.,부정,4,0
C015790,2023-04-28,강북구,안전,서초동에 비상벨 설치를 건의합니다.,긍정,1,1
C015791,2023-04-28,송파구,기타,신촌동 공공시설 예약 시스템 개선이 필요합니다.,긍정,3,0
C015792,2023-04-28,서초구,안전,서초구 강남역 CCTV 설치로 범죄 예방이 필요합니다.,부정,1,1
C015793,2023-04-28,서초구,복지,장애인 편의시설이 신촌동에 부족합니다.,긍정,7,1
C015794,2023-04-28,서초구,환경,신촌동 가로수 관리가 미흡합니다. 정기 점검 부탁드립니다.,중립,2,1
C015795,2023-04-28,마포구,교통,마포구 지역 교통체증이 심각합니다. 신호 체계 개선이 필요합니다.,중립,6,0
C015796,2023-04-28,강북구,복지,강남역 경로당 시설 개선을 요청드립니다.,긍정,6,1
C015797,2023-04-28,강남구,교통,서초동에 횡단보도 신설이 필요합니다. 안전사고 위험이 큽니다.,부정,4,1
C015798,2023-04-28,강북구,환경,강북구 역삼동 쓰레기 불법 투기 문제가 심각합니다.,긍정,3,1
C015799,2023-04-28,서초구,환경,서초구 서초동 쓰레기 불법 투기 문제가 심각합니다.,중립,2,1
C015800,2023-04-28,강북구,기타,강북구 문화센터 프로그램을 다양화해주세요.,긍정,3,1
C015801,2023-04-28,서초구,기타,서초구 문화센터 프로그램을 다양화해주세요.,긍정,2,1
C015802,2023-04-28,송파구,안전,송파구 화재 예방 캠페인을 정기적으로 실시해주세요.,긍정,3,0
C015803,2023-04-28,서초구,복지,장애인 편의시설이 서초동에 부족합니다.,긍정,6,1
C015804,2023-04-28,마포구,교통,마포구 심야 버스 노선 증편을 건의합니다.,중립,4,0
C015805,2023-04-28,강남구,교통,강남구 심야 버스 노선 증편을 건의합니다.,긍정,3,1
C015806,2023-04-28,송파구,교통,송파구에 자전거 도로 확충이 시급합니다.,긍정,3,1
C015807,2023-04-28,강남구,기타,강남구 서초동에 공공 와이파이 확충을 요청합니다.,긍정,4,1
C015808,2023-04-28,강북구,복지,강북구 청년 일자리 지원 프로그램을 확대해주세요.,긍정,5,1
C015809,2023-04-28,서초구,환경,청담동 재활용 분리수거함이 항상 가득 차 있습니다.,중립,2,1
