complaint_id,text,category,sentiment,status,date,location,language,source
KR_00443,복지 지원금 신청 절차가 복잡하여 어려움을 겪고 있습니다. 담당 공무원의 안내가 부족합니다.,복지,negative,처리중,2024-11-27,강원 춘천시,ko,국민신문고
EE_00150,The e-government portal is experiencing technical issues. Integration with other services required.,Digital Services,positive,in_progress,2025-08-14,Valga,en,Estonian e-Gov Portal
KR_00052,충북 청주시 도로 포장 상태가 매우 불량합니다. 장기적인 계획 수립을 요청합니다.,교통,negative,접수,2024-10-09,충북 청주시,ko,국민신문고
EE_00071,Online service for healthcare booking is not user-friendly. Integration with other services required.,Digital Services,neutral,resolved,2025-08-29,Valga,en,Estonian e-Gov Portal
KR_00051,서류 발급 절차를 간소화해 주세요. 디지털 전환이 시급합니다.,행정,negative,접수,2025-05-16,서울 강남구,ko,국민신문고
KR_00294,온라인 행정 시스템이 불편합니다. 업무 효율성을 높여야 합니다.,행정,negative,완료,2025-06-22,서울 강북구,ko,국민신문고
EE_00262,Medical records access should be simplified. System integration issues exist.,Healthcare,negative,submitted,2024-12-30,Tallinn,en,Estonian e-Gov Portal
KR_00448,노인 복지 서비스 확대가 필요합니다. 지역별 격차가 심각합니다.,복지,negative,접수,2025-08-18,제주시,ko,국민신문고
EE_00291,Recycling facilities are insufficient. Environmental impact is concerning.,Environment,negative,in_progress,2024-10-14,Viljandi,en,Estonian e-Gov Portal
EE_00140,E-health system appointment booking is complicated. System integration issues exist.,Healthcare,positive,in_progress,2025-09-25,Maardu,en,Estonian e-Gov Portal
KR_00163,가로등이 고장난 지 오래되었습니다. 주민 불안감이 증가하고 있습니다.,안전,positive,처리중,2025-03-02,충남 천안시,ko,국민신문고
KR_00012,도시 녹지 공간을 확대해 주세요. 생활 환경이 악화되고 있습니다.,환경,neutral,완료,2025-06-02,경기 성남시,ko,국민신문고
KR_00302,주차 공간 부족 문제를 해결해 주세요. 시민들의 불편이 가중되고 있습니다.,교통,positive,접수,2025-02-13,경기 수원시,ko,국민신문고
EE_00027,Sustainable energy initiatives needed. Public awareness campaigns needed.,Environment,negative,resolved,2025-07-25,Rakvere,en,Estonian e-Gov Portal
KR_00622,가로등이 고장난 지 오래되었습니다. 사고 예방이 시급합니다.,안전,negative,처리중,2025-02-27,전남 여수시,ko,국민신문고
KR_00384,서류 발급 절차를 간소화해 주세요. 업무 효율성을 높여야 합니다.,행정,positive,접수,2024-10-07,강원 춘천시,ko,국민신문고
KR_00137,재난 대응 시스템 개선이 필요합니다. 사고 예방이 시급합니다.,안전,negative,처리중,2024-12-19,충남 천안시,ko,국민신문고
KR_00216,의료비 지원 대상자 선정 기준을 완화해 주세요. 소득 기준을 현실화해야 합니다.,복지,negative,접수,2024-10-26,경북 포항시,ko,국민신문고
KR_00264,재난 대응 시스템 개선이 필요합니다. 정기적인 점검이 필요합니다.,안전,negative,완료,2024-11-03,경남 창원시,ko,국민신문고
KR_00578,재활용 분리수거 시스템 개선이 필요합니다. 예산 확대가 시급합니다.,환경,negative,접수,2025-09-07,서울 강북구,ko,국민신문고
KR_00217,가로등이 고장난 지 오래되었습니다. 신속한 조치를 요청합니다.,안전,negative,접수,2025-04-01,부산 해운대구,ko,국민신문고
KR_00337,공공시설 안전 점검을 철저히 해주세요. 신속한 조치를 요청합니다.,안전,negative,접수,2024-10-24,울산 남구,ko,국민신문고
KR_00465,어린이 보호구역 안전시설을 강화해 주세요. 주민 불안감이 증가하고 있습니다.,안전,negative,처리중,2025-04-23,경기 성남시,ko,국민신문고
EE_00033,Green spaces maintenance is inadequate. Long-term planning is essential.,Environment,negative,resolved,2024-12-25,Maardu,en,Estonian e-Gov Portal
KR_00696,광주 서구 지역에 CCTV 설치를 요청합니다. 신속한 조치를 요청합니다.,안전,negative,접수,2025-08-21,광주 서구,ko,국민신문고
KR_00276,온라인 행정 시스템이 불편합니다. 시민 중심 서비스가 필요합니다.,행정,negative,처리중,2025-02-01,전남 여수시,ko,국민신문고
KR_00636,의료비 지원 대상자 선정 기준을 완화해 주세요. 지역별 격차가 심각합니다.,복지,negative,처리중,2024-11-21,대구 수성구,ko,국민신문고
KR_00087,서류 발급 절차를 간소화해 주세요. 시민 중심 서비스가 필요합니다.,행정,negative,완료,2025-02-24,강원 춘천시,ko,국민신문고
KR_00546,공공시설 안전 점검을 철저히 해주세요. 예방 대책을 마련해 주세요.,안전,negative,접수,2025-08-26,경기 수원시,ko,국민신문고
KR_00059,출퇴근 시간 강원 춘천시 버스 배차 간격이 너무 깁니다. 사고 위험이 높아지고 있습니다.,교통,negative,완료,2025-05-08,강원 춘천시,ko,국민신문고
KR_00157,출퇴근 시간 경기 성남시 버스 배차 간격이 너무 깁니다. 경제적 손실이 발생하고 있습니다.,교통,neutral,접수,2025-07-22,경기 성남시,ko,국민신문고
KR_00646,경기 성남시 공원 관리가 제대로 되지 않고 있습니다. 예산 확대가 시급합니다.,환경,negative,처리중,2024-12-02,경기 성남시,ko,국민신문고
EE_00245,Mobile app functionality should be enhanced. User interface needs modernization.,Digital Services,negative,submitted,2024-11-28,Narva,en,Estonian e-Gov Portal
KR_00649,생활 소음 규제를 강화해야 합니다. 체계적인 관리가 필요합니다.,환경,negative,처리중,2025-04-24,전북 전주시,ko,국민신문고
KR_00304,생활 소음 규제를 강화해야 합니다. 주민 건강이 위협받고 있습니다.,환경,neutral,접수,2025-09-02,제주시,ko,국민신문고
KR_00450,의료비 지원 대상자 선정 기준을 완화해 주세요. 담당 공무원의 안내가 부족합니다.,복지,negative,접수,2025-02-17,울산 남구,ko,국민신문고
KR_00332,재난 대응 시스템 개선이 필요합니다. 예방 대책을 마련해 주세요.,안전,neutral,접수,2025-04-03,강원 춘천시,ko,국민신문고
KR_00121,충남 천안시 공원 관리가 제대로 되지 않고 있습니다. 주민 건강이 위협받고 있습니다.,환경,negative,처리중,2025-05-11,충남 천안시,ko,국민신문고
KR_00586,재활용 분리수거 시스템 개선이 필요합니다. 주민 건강이 위협받고 있습니다.,환경,neutral,처리중,2024-12-12,전남 여수시,ko,국민신문고
KR_00523,대중교통 환승 시스템 개선이 필요합니다. 경제적 손실이 발생하고 있습니다.,교통,positive,완료,2025-08-24,경기 성남시,ko,국민신문고
KR_00489,출퇴근 시간 울산 남구 버스 배차 간격이 너무 깁니다. 사고 위험이 높아지고 있습니다.,교통,negative,완료,2025-08-30,울산 남구,ko,국민신문고
KR_00431,재활용 분리수거 시스템 개선이 필요합니다. 주민 건강이 위협받고 있습니다.,환경,negative,처리중,2025-09-01,경기 용인시,ko,국민신문고
EE_00110,Public transport schedule in Võru needs adjustment. Better coordination required.,Public Transport,negative,in_progress,2025-05-30,Võru,en,Estonian e-Gov Portal
KR_00632,복지 지원금 신청 절차가 복잡하여 어려움을 겪고 있습니다. 소득 기준을 현실화해야 합니다.,복지,neutral,접수,2025-08-21,충남 천안시,ko,국민신문고
KR_00183,재활용 분리수거 시스템 개선이 필요합니다. 생활 환경이 악화되고 있습니다.,환경,negative,완료,2025-08-11,전북 전주시,ko,국민신문고
KR_00668,생활 소음 규제를 강화해야 합니다. 시민 참여 방안을 마련해 주세요.,환경,negative,처리중,2025-09-18,강원 춘천시,ko,국민신문고
KR_00592,재난 대응 시스템 개선이 필요합니다. 주민 불안감이 증가하고 있습니다.,안전,negative,접수,2025-01-16,전북 전주시,ko,국민신문고
KR_00501,복지 지원금 신청 절차가 복잡하여 어려움을 겪고 있습니다. 지역별 격차가 심각합니다.,복지,positive,완료,2025-06-06,경기 성남시,ko,국민신문고
KR_00195,공무원 응대 서비스 개선이 필요합니다. 시민 중심 서비스가 필요합니다.,행정,neutral,접수,2025-02-19,대전 유성구,ko,국민신문고
KR_00175,행정 정보 공개를 확대해 주세요. 디지털 전환이 시급합니다.,행정,negative,완료,2025-01-08,부산 해운대구,ko,국민신문고
KR_00321,부산 해운대구 지역 신호등 체계 개선이 필요합니다. 장기적인 계획 수립을 요청합니다.,교통,negative,처리중,2025-03-26,부산 해운대구,ko,국민신문고
KR_00446,노인 복지 서비스 확대가 필요합니다. 소득 기준을 현실화해야 합니다.,복지,negative,접수,2025-08-28,서울 강남구,ko,국민신문고
KR_00558,주차 공간 부족 문제를 해결해 주세요. 사고 위험이 높아지고 있습니다.,교통,negative,처리중,2025-06-29,부산 해운대구,ko,국민신문고
EE_00274,Digital prescription system needs enhancement. Elderly citizens struggle with the system.,Healthcare,negative,in_progress,2025-04-05,Haapsalu,en,Estonian e-Gov Portal
KR_00380,서류 발급 절차를 간소화해 주세요. 투명성을 강화해야 합니다.,행정,negative,완료,2024-11-11,부산 해운대구,ko,국민신문고
KR_00179,출퇴근 시간 세종시 버스 배차 간격이 너무 깁니다. 사고 위험이 높아지고 있습니다.,교통,negative,처리중,2024-09-28,세종시,ko,국민신문고
EE_00022,Medical records access should be simplified. User guidance is insufficient.,Healthcare,neutral,in_progress,2025-08-18,Maardu,en,Estonian e-Gov Portal
KR_00066,도시 녹지 공간을 확대해 주세요. 생활 환경이 악화되고 있습니다.,환경,negative,완료,2024-10-16,대전 유성구,ko,국민신문고
EE_00178,Mobile app functionality should be enhanced. The system response time is too slow.,Digital Services,negative,submitted,2024-11-26,Tartu,en,Estonian e-Gov Portal
KR_00427,서류 발급 절차를 간소화해 주세요. 시민 중심 서비스가 필요합니다.,행정,negative,처리중,2024-12-12,경기 수원시,ko,국민신문고
KR_00671,공공시설 안전 점검을 철저히 해주세요. 신속한 조치를 요청합니다.,안전,neutral,처리중,2025-02-07,광주 서구,ko,국민신문고
KR_00032,기초연금 수급 자격 기준이 너무 엄격합니다. 담당 공무원의 안내가 부족합니다.,복지,negative,처리중,2025-08-31,경기 용인시,ko,국민신문고
EE_00164,Recycling facilities are insufficient. Long-term planning is essential.,Environment,negative,in_progress,2025-04-23,Sillamäe,en,Estonian e-Gov Portal
KR_00662,재난 대응 시스템 개선이 필요합니다. 신속한 조치를 요청합니다.,안전,negative,처리중,2024-11-22,경기 용인시,ko,국민신문고
KR_00495,주차 공간 부족 문제를 해결해 주세요. 사고 위험이 높아지고 있습니다.,교통,negative,접수,2024-10-02,경기 성남시,ko,국민신문고
KR_00181,기초연금 수급 자격 기준이 너무 엄격합니다. 지역별 격차가 심각합니다.,복지,negative,완료,2025-02-28,대전 유성구,ko,국민신문고
KR_00611,기초연금 수급 자격 기준이 너무 엄격합니다. 온라인 신청 시스템 개선이 시급합니다.,복지,neutral,접수,2025-05-04,세종시,ko,국민신문고
EE_00148,Mobile app functionality should be enhanced. Integration with other services required.,Digital Services,negative,submitted,2024-10-07,Tartu,en,Estonian e-Gov Portal
KR_00563,주차 공간 부족 문제를 해결해 주세요. 경제적 손실이 발생하고 있습니다.,교통,negative,처리중,2025-04-24,인천 연수구,ko,국민신문고
EE_00221,Real-time tracking system not accurate. Information display is inadequate.,Public Transport,negative,in_progress,2025-02-17,Maardu,en,Estonian e-Gov Portal
KR_00254,복지 지원금 신청 절차가 복잡하여 어려움을 겪고 있습니다. 서류 준비 과정이 너무 복잡합니다.,복지,negative,처리중,2024-11-22,경기 용인시,ko,국민신문고
KR_00679,도시 녹지 공간을 확대해 주세요. 시민 참여 방안을 마련해 주세요.,환경,negative,접수,2025-09-24,충북 청주시,ko,국민신문고
EE_00179,Air quality monitoring should be enhanced. Long-term planning is essential.,Environment,negative,resolved,2024-09-27,Viljandi,en,Estonian e-Gov Portal
KR_00029,출퇴근 시간 서울 강북구 버스 배차 간격이 너무 깁니다. 시민들의 불편이 가중되고 있습니다.,교통,negative,완료,2025-04-11,서울 강북구,ko,국민신문고
KR_00640,출퇴근 시간 서울 강남구 버스 배차 간격이 너무 깁니다. 시민들의 불편이 가중되고 있습니다.,교통,negative,처리중,2024-12-21,서울 강남구,ko,국민신문고
EE_00083,Sustainable energy initiatives needed. Long-term planning is essential.,Environment,positive,submitted,2025-09-08,Sillamäe,en,Estonian e-Gov Portal
KR_00288,온라인 행정 시스템이 불편합니다. 접근성을 개선해 주세요.,행정,negative,완료,2025-04-17,전남 여수시,ko,국민신문고
EE_00261,Accessibility features need improvement. Commuters face daily delays.,Public Transport,negative,in_progress,2025-08-13,Sillamäe,en,Estonian e-Gov Portal
KR_00241,서류 발급 절차를 간소화해 주세요. 시민 중심 서비스가 필요합니다.,행정,negative,접수,2025-05-27,서울 강남구,ko,국민신문고
EE_00272,Accessibility features need improvement. Information display is inadequate.,Public Transport,negative,submitted,2025-06-20,Narva,en,Estonian e-Gov Portal
KR_00480,부산 해운대구 도로 포장 상태가 매우 불량합니다. 사고 위험이 높아지고 있습니다.,교통,positive,완료,2025-04-11,부산 해운대구,ko,국민신문고
KR_00669,충남 천안시 지역 미세먼지 대책을 강화해 주세요. 생활 환경이 악화되고 있습니다.,환경,negative,처리중,2025-01-24,충남 천안시,ko,국민신문고
EE_00068,Public transport schedule in Sillamäe needs adjustment. Commuters face daily delays.,Public Transport,neutral,in_progress,2025-01-20,Sillamäe,en,Estonian e-Gov Portal
EE_00242,E-school platform needs technical improvements. Teachers need better training.,Education,negative,resolved,2025-08-17,Viljandi,en,Estonian e-Gov Portal
EE_00300,Green spaces maintenance is inadequate. Investment in infrastructure required.,Environment,negative,resolved,2024-12-21,Maardu,en,Estonian e-Gov Portal
KR_00346,대전 유성구 지역 미세먼지 대책을 강화해 주세요. 생활 환경이 악화되고 있습니다.,환경,positive,접수,2025-01-25,대전 유성구,ko,국민신문고
EE_00151,Student data management needs attention. Content quality varies significantly.,Education,neutral,in_progress,2025-01-01,Rakvere,en,Estonian e-Gov Portal
EE_00189,Green spaces maintenance is inadequate. Long-term planning is essential.,Environment,negative,resolved,2025-08-19,Valga,en,Estonian e-Gov Portal
KR_00477,출퇴근 시간 대구 수성구 버스 배차 간격이 너무 깁니다. 긴급한 대책 마련이 필요합니다.,교통,neutral,접수,2025-09-21,대구 수성구,ko,국민신문고
KR_00250,재활용 분리수거 시스템 개선이 필요합니다. 체계적인 관리가 필요합니다.,환경,negative,처리중,2024-10-09,충남 천안시,ko,국민신문고
EE_00168,Electronic ticketing system has issues. Better coordination required.,Public Transport,negative,resolved,2025-04-22,Keila,en,Estonian e-Gov Portal
KR_00367,가로등이 고장난 지 오래되었습니다. 정기적인 점검이 필요합니다.,안전,negative,처리중,2024-12-11,부산 해운대구,ko,국민신문고
EE_00229,Accessibility features need improvement. Commuters face daily delays.,Public Transport,positive,submitted,2024-11-22,Valga,en,Estonian e-Gov Portal
EE_00066,Green spaces maintenance is inadequate. Investment in infrastructure required.,Environment,neutral,submitted,2025-01-03,Rakvere,en,Estonian e-Gov Portal
EE_00090,Recycling facilities are insufficient. Investment in infrastructure required.,Environment,neutral,submitted,2024-10-18,Kuressaare,en,Estonian e-Gov Portal
KR_00601,충남 천안시 지역에 CCTV 설치를 요청합니다. 정기적인 점검이 필요합니다.,안전,negative,완료,2025-07-21,충남 천안시,ko,국민신문고
EE_00250,E-school platform needs technical improvements. Communication features are lacking.,Education,positive,submitted,2024-10-03,Keila,en,Estonian e-Gov Portal
EE_00281,Mobile app functionality should be enhanced. Mobile compatibility issues persist.,Digital Services,negative,resolved,2024-10-08,Pärnu,en,Estonian e-Gov Portal
KR_00672,공공시설 안전 점검을 철저히 해주세요. 주민 불안감이 증가하고 있습니다.,안전,negative,접수,2025-09-19,울산 남구,ko,국민신문고
EE_00018,Sustainable energy initiatives needed. Residents demand better services.,Environment,negative,submitted,2025-06-09,Rakvere,en,Estonian e-Gov Portal
KR_00400,공무원 응대 서비스 개선이 필요합니다. 업무 효율성을 높여야 합니다.,행정,negative,접수,2024-10-26,강원 춘천시,ko,국민신문고
KR_00642,울산 남구 지역 신호등 체계 개선이 필요합니다. 사고 위험이 높아지고 있습니다.,교통,negative,접수,2025-07-31,울산 남구,ko,국민신문고
KR_00338,가로등이 고장난 지 오래되었습니다. 정기적인 점검이 필요합니다.,안전,negative,처리중,2024-11-29,경기 수원시,ko,국민신문고
KR_00591,대중교통 환승 시스템 개선이 필요합니다. 긴급한 대책 마련이 필요합니다.,교통,neutral,접수,2025-02-12,강원 춘천시,ko,국민신문고
EE_00116,Electronic ticketing system has issues. Better coordination required.,Public Transport,neutral,in_progress,2025-07-20,Valga,en,Estonian e-Gov Portal
KR_00476,생활 소음 규제를 강화해야 합니다. 주민 건강이 위협받고 있습니다.,환경,neutral,처리중,2024-12-20,강원 춘천시,ko,국민신문고
KR_00019,경북 포항시 지역에 CCTV 설치를 요청합니다. 주민 불안감이 증가하고 있습니다.,안전,neutral,완료,2025-04-06,경북 포항시,ko,국민신문고
KR_00236,울산 남구 지역 미세먼지 대책을 강화해 주세요. 주민 건강이 위협받고 있습니다.,환경,negative,완료,2025-02-05,울산 남구,ko,국민신문고
KR_00691,생활 소음 규제를 강화해야 합니다. 주민 건강이 위협받고 있습니다.,환경,negative,처리중,2024-11-17,제주시,ko,국민신문고
KR_00690,복지 지원금 신청 절차가 복잡하여 어려움을 겪고 있습니다. 담당 공무원의 안내가 부족합니다.,복지,negative,완료,2025-01-05,충남 천안시,ko,국민신문고
KR_00437,출퇴근 시간 경남 창원시 버스 배차 간격이 너무 깁니다. 장기적인 계획 수립을 요청합니다.,교통,negative,처리중,2025-02-14,경남 창원시,ko,국민신문고
KR_00162,복지 지원금 신청 절차가 복잡하여 어려움을 겪고 있습니다. 담당 공무원의 안내가 부족합니다.,복지,negative,완료,2025-04-13,서울 강남구,ko,국민신문고
KR_00231,보육료 지원이 실제 필요한 가정에 제대로 전달되지 않습니다. 지역별 격차가 심각합니다.,복지,negative,완료,2025-03-20,경기 용인시,ko,국민신문고
KR_00609,도시 녹지 공간을 확대해 주세요. 예산 확대가 시급합니다.,환경,negative,처리중,2025-02-26,경남 창원시,ko,국민신문고
KR_00643,대중교통 환승 시스템 개선이 필요합니다. 시민들의 불편이 가중되고 있습니다.,교통,negative,처리중,2025-05-02,경북 포항시,ko,국민신문고
EE_00299,The e-government portal is experiencing technical issues. User interface needs modernization.,Digital Services,positive,in_progress,2025-03-01,Haapsalu,en,Estonian e-Gov Portal
EE_00185,Medical records access should be simplified. User guidance is insufficient.,Healthcare,negative,submitted,2024-09-27,Sillamäe,en,Estonian e-Gov Portal
EE_00144,Digital ID authentication process needs improvement. The system response time is too slow.,Digital Services,negative,in_progress,2025-04-11,Võru,en,Estonian e-Gov Portal
KR_00017,기초연금 수급 자격 기준이 너무 엄격합니다. 소득 기준을 현실화해야 합니다.,복지,negative,완료,2025-02-23,인천 연수구,ko,국민신문고
KR_00392,대중교통 환승 시스템 개선이 필요합니다. 시민들의 불편이 가중되고 있습니다.,교통,positive,처리중,2025-03-07,경남 창원시,ko,국민신문고
KR_00010,주차 공간 부족 문제를 해결해 주세요. 경제적 손실이 발생하고 있습니다.,교통,negative,완료,2024-10-13,대전 유성구,ko,국민신문고
KR_00534,행정 정보 공개를 확대해 주세요. 시민 중심 서비스가 필요합니다.,행정,negative,접수,2025-04-21,서울 강북구,ko,국민신문고
KR_00277,의료비 지원 대상자 선정 기준을 완화해 주세요. 담당 공무원의 안내가 부족합니다.,복지,negative,접수,2025-03-15,울산 남구,ko,국민신문고
KR_00441,공공시설 안전 점검을 철저히 해주세요. 신속한 조치를 요청합니다.,안전,neutral,처리중,2025-04-26,서울 강남구,ko,국민신문고
KR_00530,생활 소음 규제를 강화해야 합니다. 주민 건강이 위협받고 있습니다.,환경,positive,완료,2025-09-17,전북 전주시,ko,국민신문고
KR_00607,가로등이 고장난 지 오래되었습니다. 사고 예방이 시급합니다.,안전,negative,접수,2025-04-04,대전 유성구,ko,국민신문고
EE_00013,Digital prescription system needs enhancement. System integration issues exist.,Healthcare,negative,resolved,2025-03-21,Rakvere,en,Estonian e-Gov Portal
EE_00187,Air quality monitoring should be enhanced. Environmental impact is concerning.,Environment,negative,submitted,2025-01-24,Sillamäe,en,Estonian e-Gov Portal
KR_00259,출퇴근 시간 부산 해운대구 버스 배차 간격이 너무 깁니다. 사고 위험이 높아지고 있습니다.,교통,negative,완료,2025-02-12,부산 해운대구,ko,국민신문고
KR_00252,서류 발급 절차를 간소화해 주세요. 디지털 전환이 시급합니다.,행정,negative,처리중,2025-01-08,부산 해운대구,ko,국민신문고
KR_00255,경기 용인시 도로 포장 상태가 매우 불량합니다. 경제적 손실이 발생하고 있습니다.,교통,negative,접수,2025-07-19,경기 용인시,ko,국민신문고
KR_00619,세종시 지역 신호등 체계 개선이 필요합니다. 장기적인 계획 수립을 요청합니다.,교통,negative,처리중,2025-07-10,세종시,ko,국민신문고
KR_00645,생활 소음 규제를 강화해야 합니다. 생활 환경이 악화되고 있습니다.,환경,negative,접수,2025-06-20,대구 수성구,ko,국민신문고
KR_00104,도시 녹지 공간을 확대해 주세요. 체계적인 관리가 필요합니다.,환경,negative,처리중,2024-12-20,전북 전주시,ko,국민신문고
EE_00122,Online service for healthcare booking is not user-friendly. The system response time is too slow.,Digital Services,negative,resolved,2025-01-30,Valga,en,Estonian e-Gov Portal
KR_00555,민원 처리 속도가 너무 느립니다. 접근성을 개선해 주세요.,행정,positive,접수,2025-06-20,경남 창원시,ko,국민신문고
KR_00253,출퇴근 시간 제주시 버스 배차 간격이 너무 깁니다. 사고 위험이 높아지고 있습니다.,교통,negative,처리중,2025-07-25,제주시,ko,국민신문고
KR_00393,서울 강남구 공원 관리가 제대로 되지 않고 있습니다. 주민 건강이 위협받고 있습니다.,환경,negative,접수,2025-01-05,서울 강남구,ko,국민신문고
EE_00254,School enrollment system is confusing. Communication features are lacking.,Education,negative,resolved,2024-12-22,Viljandi,en,Estonian e-Gov Portal
EE_00117,Digital learning resources are outdated. Mobile access is problematic.,Education,negative,submitted,2024-12-29,Keila,en,Estonian e-Gov Portal
KR_00339,전북 전주시 도로 포장 상태가 매우 불량합니다. 장기적인 계획 수립을 요청합니다.,교통,negative,처리중,2024-11-02,전북 전주시,ko,국민신문고
KR_00040,가로등이 고장난 지 오래되었습니다. 주민 불안감이 증가하고 있습니다.,안전,negative,접수,2024-11-27,전남 여수시,ko,국민신문고
KR_00390,행정 정보 공개를 확대해 주세요. 접근성을 개선해 주세요.,행정,negative,완료,2025-03-27,충북 청주시,ko,국민신문고
EE_00031,Electronic ticketing system has issues. Better coordination required.,Public Transport,neutral,submitted,2025-07-02,Maardu,en,Estonian e-Gov Portal
KR_00569,서울 강북구 지역에 CCTV 설치를 요청합니다. 예방 대책을 마련해 주세요.,안전,negative,처리중,2025-09-17,서울 강북구,ko,국민신문고
KR_00319,도시 녹지 공간을 확대해 주세요. 생활 환경이 악화되고 있습니다.,환경,positive,처리중,2025-02-07,울산 남구,ko,국민신문고
KR_00156,출퇴근 시간 경기 수원시 버스 배차 간격이 너무 깁니다. 시민들의 불편이 가중되고 있습니다.,교통,neutral,접수,2025-03-25,경기 수원시,ko,국민신문고
KR_00681,대구 수성구 공원 관리가 제대로 되지 않고 있습니다. 체계적인 관리가 필요합니다.,환경,negative,처리중,2025-05-21,대구 수성구,ko,국민신문고
EE_00038,Parent portal functionality is limited. Content quality varies significantly.,Education,neutral,resolved,2024-11-26,Tallinn,en,Estonian e-Gov Portal
KR_00348,공무원 응대 서비스 개선이 필요합니다. 접근성을 개선해 주세요.,행정,negative,처리중,2025-01-16,경기 용인시,ko,국민신문고
EE_00096,School enrollment system is confusing. Mobile access is problematic.,Education,negative,in_progress,2025-03-24,Tartu,en,Estonian e-Gov Portal
KR_00196,의료비 지원 대상자 선정 기준을 완화해 주세요. 지역별 격차가 심각합니다.,복지,negative,처리중,2025-06-07,전북 전주시,ko,국민신문고
KR_00092,주차 공간 부족 문제를 해결해 주세요. 시민들의 불편이 가중되고 있습니다.,교통,negative,처리중,2024-10-16,경남 창원시,ko,국민신문고
KR_00498,공무원 응대 서비스 개선이 필요합니다. 시민 중심 서비스가 필요합니다.,행정,neutral,처리중,2024-11-17,광주 서구,ko,국민신문고
EE_00088,Online service for healthcare booking is not user-friendly. Error messages are not informative.,Digital Services,negative,resolved,2025-06-03,Keila,en,Estonian e-Gov Portal
KR_00511,공공시설 안전 점검을 철저히 해주세요. 신속한 조치를 요청합니다.,안전,negative,접수,2025-03-10,경기 수원시,ko,국민신문고
KR_00615,공무원 응대 서비스 개선이 필요합니다. 시민 중심 서비스가 필요합니다.,행정,negative,완료,2025-06-16,경북 포항시,ko,국민신문고
EE_00037,Data synchronization between services is problematic. User interface needs modernization.,Digital Services,negative,in_progress,2024-10-10,Viljandi,en,Estonian e-Gov Portal
KR_00604,행정 정보 공개를 확대해 주세요. 접근성을 개선해 주세요.,행정,negative,처리중,2024-11-20,경기 성남시,ko,국민신문고
KR_00031,공공시설 안전 점검을 철저히 해주세요. 정기적인 점검이 필요합니다.,안전,neutral,완료,2025-06-22,울산 남구,ko,국민신문고
KR_00138,재난 대응 시스템 개선이 필요합니다. 정기적인 점검이 필요합니다.,안전,neutral,완료,2025-05-28,경기 성남시,ko,국민신문고
KR_00237,기초연금 수급 자격 기준이 너무 엄격합니다. 담당 공무원의 안내가 부족합니다.,복지,negative,처리중,2024-12-07,제주시,ko,국민신문고
KR_00510,온라인 행정 시스템이 불편합니다. 디지털 전환이 시급합니다.,행정,negative,완료,2025-03-02,대구 수성구,ko,국민신문고
KR_00502,인천 연수구 지역에 CCTV 설치를 요청합니다. 정기적인 점검이 필요합니다.,안전,negative,접수,2025-04-03,인천 연수구,ko,국민신문고
KR_00257,복지 지원금 신청 절차가 복잡하여 어려움을 겪고 있습니다. 담당 공무원의 안내가 부족합니다.,복지,negative,처리중,2025-05-16,전남 여수시,ko,국민신문고
KR_00687,복지 지원금 신청 절차가 복잡하여 어려움을 겪고 있습니다. 담당 공무원의 안내가 부족합니다.,복지,neutral,완료,2025-01-29,서울 강남구,ko,국민신문고
KR_00647,대중교통 환승 시스템 개선이 필요합니다. 장기적인 계획 수립을 요청합니다.,교통,neutral,완료,2025-07-03,경기 용인시,ko,국민신문고
KR_00466,복지 지원금 신청 절차가 복잡하여 어려움을 겪고 있습니다. 지역별 격차가 심각합니다.,복지,negative,완료,2025-07-17,울산 남구,ko,국민신문고
EE_00214,Medical records access should be simplified. Technical support is inadequate.,Healthcare,negative,resolved,2025-09-20,Sillamäe,en,Estonian e-Gov Portal
KR_00535,재난 대응 시스템 개선이 필요합니다. 사고 예방이 시급합니다.,안전,neutral,접수,2025-06-21,전남 여수시,ko,국민신문고
EE_00163,Digital ID authentication process needs improvement. Error messages are not informative.,Digital Services,negative,resolved,2024-11-11,Haapsalu,en,Estonian e-Gov Portal
KR_00699,공무원 응대 서비스 개선이 필요합니다. 접근성을 개선해 주세요.,행정,negative,접수,2025-03-16,서울 강남구,ko,국민신문고
EE_00235,E-school platform needs technical improvements. System crashes during peak times.,Education,neutral,submitted,2024-11-02,Kuressaare,en,Estonian e-Gov Portal
KR_00561,공무원 응대 서비스 개선이 필요합니다. 투명성을 강화해야 합니다.,행정,negative,처리중,2025-03-20,강원 춘천시,ko,국민신문고
EE_00032,The e-government portal is experiencing technical issues. Error messages are not informative.,Digital Services,positive,resolved,2025-01-31,Haapsalu,en,Estonian e-Gov Portal
KR_00410,서울 강남구 지역에 CCTV 설치를 요청합니다. 신속한 조치를 요청합니다.,안전,negative,접수,2025-03-15,서울 강남구,ko,국민신문고
EE_00036,Mobile app functionality should be enhanced. Error messages are not informative.,Digital Services,negative,submitted,2025-09-22,Viljandi,en,Estonian e-Gov Portal
KR_00286,도시 녹지 공간을 확대해 주세요. 체계적인 관리가 필요합니다.,환경,negative,처리중,2025-01-14,인천 연수구,ko,국민신문고
EE_00234,E-school platform needs technical improvements. Communication features are lacking.,Education,negative,in_progress,2024-11-01,Keila,en,Estonian e-Gov Portal
EE_00128,Sustainable energy initiatives needed. Residents demand better services.,Environment,negative,in_progress,2025-09-06,Kuressaare,en,Estonian e-Gov Portal
